paper_id,DOI,title,first_author,journal,year,sub_field,cited_by_count
451,10.3390/w16243710,Real-Time Control of A2O Process in Wastewater Treatment Through Fast Deep Reinforcement Learning Based on Data-Driven Simulation Model,Fukang Hu,Water,2024,control,11.0
452,10.3390/w17020227,Artificial Neural Networks (ANNs) and Multiple Linear Regression (MLR) Analysis Modelling for Predicting Chemical Dosages of a Water Treatment Plant (WTP) of Drinking Water,Stylianos Gyparakis,Water,2025,coagulation,7.0
453,10.3390/w17030297,Harnessing Physics-Informed Neural Networks for Performance Monitoring in SWRO Desalination,Saloua Helali,Water,2025,membrane,2.0
454,10.3390/w17030310,Applying Machine Learning Approach to Design Operational Control Strategies for a Wastewater Treatment Plant in Typical Scenarios,Han Li,Water,2025,WWTP,5.0
455,10.3390/w17030343,Characteristic Wavelength Selection and Surrogate Monitoring for UV–Vis Absorption Spectroscopy-Based Water Quality Sensing,Chenyu Chen,Water,2025,monitoring,3.0
456,10.3390/w17091395,Biomimicry-Inspired Automated Machine Learning Fit-for-Purpose Wastewater Treatment for Sustainable Water Reuse,Vasileios Alevizos,Water,2025,control,11.0
457,10.3390/w17131851,Using Hybrid Machine Learning to Predict Wastewater Effluent Quality and Ensure Treatment Plant Stability,Zhaoyang Xiong,Water,2025,WWTP,14.0
458,10.3390/w9020105,Machine Learning Algorithms for the Forecasting of Wastewater Quality Indicators,Francesco Granata,Water,2017,monitoring,188.0
459,10.34172/ajehe.2019.12,"Predicting the Performance of Gorgan Wastewater Treatment Plant Using ANN-GA, CANFIS, and ANN Models",Maryam Bayat Varkeshi,Avicenna Journal of Environmental Health Engineering,2019,WWTP,5.0
460,10.35208/ert.1106463,Enhance modelling predicting for pollution removal in wastewater treatment plants by using an adaptive neuro-fuzzy inference system,Hussein Alnajjar,Environmental Research and Technology,2022,WWTP,3.0
461,10.35940/ijitee.l2864.1081219,Application of Feed Forward Neural Network for Prediction of Optimum Coagulant Dose in Water Treatment Plant,Dr. A. S. Kote*,International Journal of Innovative Technology and Exploring Engineering,2019,coagulation,7.0
462,10.36001/phmconf.2020.v12i1.1186,Deep anomaly detection for industrial systems: a case study,Feng Xue,Annual Conference of the PHM Society,2020,monitoring,4.0
463,10.36615/2x3qd014,Optimization of Reservoir Water Quality Parameters Retrieval and Treatment Using Remote Sensing and Artificial Neural Networks,Alice Nureen Adhiambo Omondi,"Journal of Digital Food, Energy &amp; Water Systems",2024,coagulation,2.0
464,10.37116/revistaenergia.v20.n1.2023.562,Prediction of the Optimal Dosage of Poly Aluminum Chloride for Coagulation in Drinking Water Treatment using Artificial Neural Networks,Cristopher Izquierdo,"Revista Técnica ""energía""",2023,coagulation,1.0
465,10.37190/epe240107,Total phosphorus and total Kjeldahl nitrogen removal using an aerobic granular sludge process. Case studies ANN and RSM modeling,Celina Sanchez-Sanchez,Environment Protection Engineering,2024,WWTP,0.0
466,10.3808/jei.201700377,Stochastic evolutionary-based optimization for rapid diagnosis and energy-saving in pilot- and full-scale Carrousel oxidation ditches,L. Li,Journal of Environmental Informatics,2018,WWTP,3.0
467,10.4025/actascitechnol.v39i1.29353,&lt;b&gt;Intelligent system for improving dosage control,Fabio Cosme Rodrigues dos Santos,Acta Scientiarum. Technology,2017,coagulation,17.0
468,10.4025/actascitechnol.v40i1.37275,&lt;b&gt;Artificial neural networks to control chlorine dosing in a water treatment plant,André Felipe Librantz,Acta Scientiarum. Technology,2018,control,16.0
469,10.4236/gep.2021.97004,Performance Prediction of a Reverse Osmosis Desalination System Using Machine Learning,Divas Karimanzira,Journal of Geoscience and Environment Protection,2021,membrane,4.0
470,10.4236/jamp.2020.812201,Deep Learning Based Model Predictive Control for a Reverse Osmosis Desalination Plant,Divas Karimanzira,Journal of Applied Mathematics and Physics,2020,membrane,32.0
471,10.4236/jsea.2016.92002,Analysis of Ammonia Nitrogen Content in Water Based on Weighted Least Squares Support Vector Machine (WLSSVM) Algorithm,Jinwu Ju,Journal of Software Engineering and Applications,2016,monitoring,6.0
472,10.4314/gjpas.v28i1.10,Evaluation of auto regressive integrated moving average (arima) and artificial neural networks (ann) in the prediction of effluent quality of a wastewater treatment system,"HOWARD, C. C.,",Global Journal of Pure and Applied Sciences,2022,WWTP,0.0
473,10.4491/eer.2019.261,Experimental and neural network modeling of micellar enhanced ultrafiltration for arsenic removal from aqueous solution,Muhammad Yaqub,Environmental Engineering Research,2020,membrane,17.0
474,10.4491/eer.2019.324,Analysis of long-term performance of full-scale reverse osmosis desalination plant using artificial neural network and tree model,Yongjun Choi,Environmental Engineering Research,2019,membrane,29.0
475,10.4491/eer.2022.037,Comparison of different machine learning algorithms to estimate liquid level for bioreactor management,Sung Il Yu,Environmental Engineering Research,2022,sludge,14.0
476,10.4491/eer.2024.403,Carbon emission prediction and reduction analysis of wastewater treatment plants based on hybrid machine learning models,Fangqin Liu,Environmental Engineering Research,2024,WWTP,6.0
477,10.46254/na07.20220098,Learning Water Quality Functions from Data for Monitoring and Controlling Water Quality in Networks,,Proceedings of the International Conference on Industrial Engineering and Operations Management,2022,DBP,0.0
478,10.46488/nept.2024.v23i04.031,Effectiveness of Different Artificial Neural Network Models in Establishing the Suitable Dosages of Coagulant and Chlorine in Water Treatment Works,Dnyaneshwar V. Wadkar,Nature Environment and Pollution Technology,2024,coagulation,0.0
479,10.47392/irjaeh.2024.0194,Prediction of Optimum Dosage of Coagulant in Water Treatment Plant: A Comparative Study between Artificial Neural Network and Random Forest,Nitin T. Sawalkar,International Research Journal on Advanced Engineering Hub (IRJAEH),2024,coagulation,2.0
480,10.48084/etasr.2725,Modeling of Chlorine and Coagulant Dose in a Water Treatment Plant by Artificial Neural Networks,A. S. Kote,"Engineering, Technology &amp; Applied Science Research",2019,coagulation,21.0
481,10.4995/wdsa-ccwi2022.2022.14158,Biokinetic and Artificial Intelligence Models for the Simulation of Nitrous Oxide Emissions from Wastewater Treatment Plants,Siddharth Seshan,Proceedings - 2nd International Join Conference on Water Distribution System Analysis (WDSA)&amp; Computing and Control in the Water Industry (CCWI),2022,WWTP,0.0
482,10.4995/wdsa-ccwi2022.2022.14703,Machine learning methodologies to predict possible water quality anomalies as a support tool for online monitoring of organic parameters,Leonid Kadinski,Proceedings - 2nd International Join Conference on Water Distribution System Analysis (WDSA)&amp; Computing and Control in the Water Industry (CCWI),2022,monitoring,0.0
483,10.5004/dwt.2021.27812,A novel method of the water quality system assessment: genetic algorithm optimized back-propagation neural networks evaluation model,Yueqing Ding,Desalination and Water Treatment,2021,monitoring,2.0
484,10.5194/dwes-11-1-2018,Optimum coagulant forecasting by modeling jar test experiments using ANNs,Sadaf Haghiri,Drinking Water Engineering and Science,2018,membrane,56.0
485,10.52202/069564-0135,Modeling of Submerged Membrane Bioreactor Filtration Process Using Deep Learning LSTM Neural Network,Nur Sakinah Ahmad Yasmin,"36th International Conference on Efficiency, Cost, Optimization, Simulation and Environmental Impact of Energy Systems (ECOS 2023)",2023,membrane,1.0
486,10.52783/jes.2019,IoT-Enabled Embedded Virtual Sensor for Energy-Efficient Scalable Online Water Quality Monitoring System,Aleefia .A. Khurshid,Journal of Electrical Systems,2024,monitoring,2.0
487,10.53550/pr.2022.v41i04.005,AN INTELLIGENT DECISION SUPPORT SYSTEM FOR WASTEWATER TREATMENT PLANTS IN THE SULTANATE OF OMAN,SHERIMON PULIPRATHU CHERIAN,Pollution Research,2022,WWTP,0.0
488,10.5370/kiee.2022.71.8.1176,Neural Network Modeling based XAI of Activated Sludge Process in Wastewater Treatment System for Dissolved Oxygen Control,Eui-Seok Nahm,The transactions of The Korean Institute of Electrical Engineers,2022,control,1.0
489,10.5391/ijfis.2016.16.3.197,Post-Chlorination Process Control based on Flow Prediction by Time Series Neural Network in Water Treatment Plant,HoHyun Lee,The International Journal of Fuzzy Logic and Intelligent Systems,2016,control,3.0
490,10.54097/fcis.v3i3.8578,Diagnostic Study of MBR Membrane Fouling based on CA-ResNet18,Jingxiao Zeng,Frontiers in Computing and Intelligent Systems,2023,membrane,0.0
491,10.54691/fse.v2i8.1717,Prediction of Membrane Fouling based on SSA-LSTM Neural Network,Guobi Ling,Frontiers in Science and Engineering,2022,membrane,0.0
492,10.55041/ijsrem52988,AI-Enhanced Real-Time Turbidity Monitoring System Using Machine Learning,Nandhini A,INTERNATIONAL JOURNAL OF SCIENTIFIC RESEARCH IN ENGINEERING AND MANAGEMENT,2025,monitoring,1.0
493,10.57001/huih5804.2023.060,Biogas electricity production forecasting in livestock farms using machine learning techniques: A case study in Vietnam,,Journal of Science and Technology - HaUI,2023,sludge,1.0
494,10.5815/ijeme.2018.06.01,Physical and Soft Sensor Technologies for Wastewater Quality Management,Nor Hana Mamat,International Journal of Education and Management Engineering,2018,WWTP,4.0
495,10.5938/youton.58.2_65,Machine Learning for Prediction of Inorganic Nitrogenous Compounds Concentration in Swine Wastewater Treatment Plant Effluent,Yasuo TANAKA,Nihon Yoton Gakkaishi,2021,WWTP,0.0
496,10.71170/tecoj.2025.1.3.pp16-35,Interpretable SHAP-Based Data-Driven Framework for Optimizing Treatment Performance Through Turbidity Dynamics Modelling,Ismail Aminu Mahmoud,Techno-computing Journal,2025,coagulation,0.0
497,10.7717/peerj.15852,Optimization of oil industry wastewater treatment system and proposing empirical correlations for chemical oxygen demand removal using electrocoagulation and predicting the system’s performance by artificial neural network,Atef El Jery,PeerJ,2023,coagulation,1.0
498,10.1007/s13201-025-02485-3,Optimal design of a hybrid system composed of coagulation process and multi-stage filtration unit for on-site treatment of greywater in rural area,Zahra Akbari,Applied Water Science,2025,coagulation,2.0
499,10.1002/cem.3434,Artificial intelligence‐based multiobjective optimization of reverse osmosis desalination pretreatment using a hybrid ZnO‐immobilized/photo‐Fenton process,Varghese Manappallil Joy,Journal of Chemometrics,2022,membrane,18.0
500,10.1021/acs.est.0c05836,Prediction of Oxidant Exposures and Micropollutant Abatement during Ozonation Using a Machine Learning Method,Dongwon Cha,Environmental Science &amp; Technology,2020,monitoring,52.0
